1,140,25
2,589,99
3,108,69
4,966,78
5,185,70
6,333,36
7,30,108
8,41,28
9,236,53
10,672,28
11,371,58
12,401,59
13,874,42
14,438,45
15,308,110
16,541,102
17,775,101
18,912,58
19,18,37
20,390,16
21,752,82
22,350,23
23,469,69
24,117,12
25,98,8
26,207,97
27,635,77
28,938,52
29,30,28
30,575,23
31,188,15
32,373,73
33,934,22
34,79,97
35,807,78
36,565,92
37,692,81
38,787,90
39,614,103
40,261,106
41,336,42
42,985,5
43,126,27
44,794,51
45,487,110
46,476,49
47,503,34
48,588,55
49,711,110
50,123,89
51,293,53
52,733,72
53,58,99
54,522,92
55,535,20
56,724,9
57,238,69
58,623,92
59,820,103
60,594,84
61,927,55
62,816,107
63,579,61
64,480,67
65,24,82
66,940,26
67,284,45
68,271,28
69,198,110
70,344,36
71,782,9
72,669,35
73,440,33
74,181,80
75,56,66
76,616,79
77,444,75
78,583,84
79,153,42
80,609,16
81,444,46
82,504,83
83,499,50
84,62,57
85,965,42
86,697,105
87,964,73
88,291,34
89,283,69
90,591,92
91,720,77
92,289,30
93,52,86
94,976,68
95,35,73
96,34,15
97,708,22
98,254,58
99,291,8
100,518,27
101,733,101
102,976,90
103,598,67
104,799,94
105,224,46
106,955,78
107,340,85
108,219,5
109,306,100
110,107,41
111,754,38
112,432,49
113,907,5
114,801,37
115,702,63
116,286,22
117,13,59
118,376,45
119,231,58
120,652,28
121,516,78
122,117,52
123,680,55
124,835,8
125,102,100
126,587,12
127,833,15
128,612,22
129,819,72
130,302,52
131,174,88
132,301,101
133,308,13
134,609,35
135,456,100
136,349,28
137,163,85
138,291,66
139,70,12
140,305,31
141,725,77
142,439,96
143,164,15
144,459,44
145,567,75
146,897,79
147,423,15
148,971,67
149,998,31
150,420,37
151,359,73
152,642,45
153,964,27
154,604,95
155,750,30
156,920,75
157,335,77
158,927,40
159,602,101
160,855,59
161,665,37
162,169,93
163,199,63
164,735,40
165,668,101
166,981,97
167,574,46
168,500,28
169,411,6
170,569,13
171,574,91
172,257,78
173,37,34
174,2,39
175,830,26
176,455,55
177,619,78
178,122,34
179,627,79
180,185,56
181,301,28
182,655,95
183,441,53
184,355,71
185,706,24
186,769,8
187,152,16
188,663,59
189,310,6
190,494,28
191,22,78
192,589,105
193,261,97
194,285,104
195,478,5
196,782,13
197,10,16
198,156,110
199,757,73
200,264,77
201,233,83
202,756,53
203,325,57
204,647,74
205,391,104
206,72,86
207,662,60
208,968,40
209,565,89
210,809,68
211,791,84
212,424,100
213,890,38
214,191,78
215,338,68
216,152,101
217,359,5
218,641,15
219,881,97
220,43,52
221,764,62
222,612,85
223,228,103
224,117,99
225,633,50
226,550,78
227,817,72
228,163,97
229,595,94
230,479,12
231,606,73
232,181,25
233,238,93
234,417,57
235,343,23
236,595,11
237,21,38
238,75,106
239,348,92
240,15,52
241,465,110
242,121,41
243,811,35
244,473,44
245,804,45
246,359,74
247,639,79
248,818,18
249,42,22
250,577,67
251,161,15
252,351,68
253,345,80
254,467,57
255,491,46
256,565,96
257,36,96
258,686,84
259,468,77
260,973,97
261,327,11
262,208,96
263,475,93
264,795,80
265,198,79
266,992,107
267,249,79
268,929,93
269,102,69
270,547,41
271,106,68
272,702,7
273,888,105
274,459,42
275,191,106
276,817,70
277,256,75
278,955,83
279,917,45
280,167,40
281,171,23
282,607,104
283,929,71
284,490,13
285,399,95
286,33,96
287,720,88
288,804,12
289,103,88
290,127,25
291,543,59
292,350,56
293,367,88
294,804,39
295,93,68
296,822,47
297,595,57
298,83,56
299,614,70
300,336,42
301,609,78
302,639,9
303,786,106
304,628,46
305,447,84
306,354,13
307,365,22
308,778,26
309,217,64
310,595,42
311,535,28
312,966,34
313,227,95
314,672,50
315,373,37
316,898,20
317,633,60
318,784,108
319,294,103
320,674,61
321,283,12
322,306,60
323,920,22
324,988,27
325,355,61
326,458,46
327,331,45
328,364,105
329,491,9
330,466,80
331,13,34
332,711,66
333,93,35
334,131,58
335,564,93
336,555,108
337,665,104
338,369,91
339,830,61
340,967,36
341,200,14
342,676,72
343,121,45
344,492,19
345,203,44
346,352,102
347,556,25
348,572,8
349,218,82
350,702,14
351,897,56
352,70,92
353,433,16
354,890,62
355,221,34
356,419,25
357,176,92
358,73,96
359,241,42
360,19,77
361,609,36
362,388,94
363,59,75
364,77,78
365,314,88
366,475,17
367,694,82
368,549,44
369,249,6
370,903,22
371,188,9
372,101,42
373,996,47
374,890,37
375,123,50
376,770,84
377,990,36
378,89,25
379,505,77
380,497,62
381,193,110
382,409,104
383,238,91
384,357,78
385,559,16
386,348,5
387,512,5
388,524,25
389,835,37
390,291,46
391,508,46
392,622,101
393,322,96
394,682,90
395,812,89
396,826,67
397,620,36
398,729,40
399,674,35
400,258,108
401,905,99
